Date,Open,High,Low,Close,Adj Close,Volume
2012-05-14,42.04999923706055,45.0,38.0,38.22999954223633,38.11524200439453,573576400
2012-05-21,36.529998779296875,36.65999984741211,30.940000534057617,31.90999984741211,31.814210891723633,430966300
2012-05-28,31.479999542236328,31.690000534057617,26.829999923706055,27.719999313354492,27.63678741455078,288826000
2012-06-04,27.200000762939453,27.760000228881836,25.520000457763672,27.100000381469727,27.01865005493164,203386400
2012-06-11,27.18000030517578,30.100000381469727,26.84000015258789,30.010000228881836,29.91991424560547,121558000
2012-06-18,29.959999084472656,33.45000076293945,29.40999984741211,33.04999923706055,32.95078659057617,186090800
2012-06-25,32.86000061035156,33.439998626708984,30.760000228881836,31.100000381469727,31.006643295288086,115019800
2012-07-02,31.25,31.899999618530273,30.549999237060547,31.729999542236328,31.634750366210938,43863300
2012-07-09,32.099998474121094,32.880001068115234,30.549999237060547,30.719999313354492,30.627782821655273,64494000
2012-07-16,30.5,30.5,27.149999618530273,28.760000228881836,28.67366600036621,97506700
2012-07-23,28.1200008392334,29.489999771118164,22.280000686645508,23.709999084472656,23.638824462890625,228860400
2012-07-30,24.0,24.040000915527344,19.81999969482422,21.09000015258789,21.026691436767578,267091200
2012-08-06,21.389999389648438,22.450000762939453,20.219999313354492,21.809999465942383,21.744529724121094,135504600
2012-08-13,22.149999618530273,22.450000762939453,19.0,19.049999237060547,18.992813110351562,399001700
2012-08-20,19.049999237060547,20.1299991607666,18.75,19.40999984741211,19.351734161376953,284155300
2012-08-27,19.489999771118164,19.530000686645508,18.030000686645508,18.059999465942383,18.005786895751953,151657400
2012-09-03,18.079999923706055,19.420000076293945,17.549999237060547,18.979999542236328,18.923025131225586,189842400
2012-09-10,19.059999465942383,22.079999923706055,18.549999237060547,22.0,21.9339599609375,334751400
2012-09-17,22.670000076293945,23.3700008392334,21.3700008392334,22.860000610351562,22.791378021240234,274677900
2012-09-24,21.780000686645508,21.979999542236328,19.799999237060547,21.65999984741211,21.594980239868164,259372000
2012-10-01,22.079999923706055,22.59000015258789,20.8799991607666,20.90999984741211,20.847230911254883,200025600
2012-10-08,20.399999618530273,20.75,19.450000762939453,19.520000457763672,19.46140480041504,139347000
2012-10-15,19.68000030517578,20.479999542236328,18.799999237060547,19.0,18.942962646484375,173091300
2012-10-22,19.200000762939453,24.25,19.049999237060547,21.940000534057617,21.874141693115234,489096200
2012-10-29,20.81999969482422,21.690000534057617,20.729999542236328,21.18000030517578,21.11642074584961,175436500
2012-11-05,21.100000381469727,21.479999542236328,19.1299991607666,19.209999084472656,19.152334213256836,170816300
2012-11-12,19.149999618530273,23.93000030517578,18.8700008392334,23.559999465942383,23.489274978637695,554915200
2012-11-19,23.959999084472656,24.68000030517578,22.700000762939453,24.0,23.927953720092773,251059900
2012-11-26,24.940000534057617,28.0,24.809999465942383,28.0,27.91594886779785,474640500
2012-12-03,28.0,28.8799991607666,26.68000030517578,27.489999771118164,27.40747833251953,353125000
2012-12-10,27.170000076293945,28.75,26.760000228881836,26.809999465942383,26.729520797729492,347095000
2012-12-17,26.770000457763672,28.219999313354492,26.1200008392334,26.260000228881836,26.181171417236328,269775700
2012-12-24,26.5,27.18000030517578,25.149999618530273,25.90999984741211,25.83222198486328,161462000
2012-12-31,26.200000762939453,28.93000030517578,26.110000610351562,28.760000228881836,28.67366600036621,266076900
2013-01-07,28.690000534057617,31.959999084472656,28.649999618530273,31.719999313354492,31.62478256225586,419355200
2013-01-14,32.08000183105469,32.209999084472656,29.270000457763672,29.65999984741211,29.570964813232422,437356300
2013-01-21,29.75,31.93000030517578,29.739999771118164,31.540000915527344,31.445322036743164,202351800
2013-01-28,31.8799991607666,32.5099983215332,28.739999771118164,29.729999542236328,29.64075469970703,496942700
2013-02-04,29.059999465942383,29.290000915527344,28.010000228881836,28.549999237060547,28.464296340942383,250935200
2013-02-11,28.610000610351562,28.75,27.100000381469727,28.31999969482422,28.234989166259766,249749600
2013-02-18,28.229999542236328,29.079999923706055,26.81999969482422,27.1299991607666,27.048561096191406,177487100
2013-02-25,27.15999984741211,28.1200008392334,26.34000015258789,27.780000686645508,27.696609497070312,247676000
2013-03-04,27.760000228881836,28.68000030517578,27.209999084472656,27.959999084472656,27.876068115234375,225294600
2013-03-11,28.010000228881836,28.639999389648438,26.559999465942383,26.649999618530273,26.57000160217285,162075000
2013-03-18,26.3700008392334,26.899999618530273,25.559999465942383,25.729999542236328,25.65276336669922,138706800
2013-03-25,25.75,26.280000686645508,24.719999313354492,25.579999923706055,25.50321388244629,147039300
2013-04-01,25.6299991607666,27.799999237060547,25.280000686645508,27.389999389648438,27.307777404785156,252181200
2013-04-08,27.190000534057617,28.100000381469727,26.420000076293945,27.399999618530273,27.3177490234375,156582400
2013-04-15,27.15999984741211,27.479999542236328,25.149999618530273,25.729999542236328,25.65276336669922,143521800
2013-04-22,25.809999465942383,27.6200008392334,25.700000762939453,26.850000381469727,26.76940155029297,120777000
2013-04-29,27.15999984741211,29.06999969482422,26.860000610351562,28.309999465942383,28.225017547607422,292777800
2013-05-06,28.329999923706055,28.459999084472656,26.56999969482422,26.68000030517578,26.599912643432617,184157700
2013-05-13,26.600000381469727,27.329999923706055,25.899999618530273,26.25,26.171201705932617,149260700
2013-05-20,26.18000030517578,26.190000534057617,24.079999923706055,24.309999465942383,24.237024307250977,210369700
2013-05-27,24.540000915527344,24.950000762939453,23.260000228881836,24.350000381469727,24.276905059814453,210975700
2013-06-03,24.270000457763672,24.31999969482422,22.670000076293945,23.290000915527344,23.2200870513916,194274200
2013-06-10,24.059999465942383,24.600000381469727,23.260000228881836,23.6299991607666,23.559066772460938,176591100
2013-06-17,23.90999984741211,25.190000534057617,23.649999618530273,24.530000686645508,24.45636558532715,190763700
2013-06-24,23.950000762939453,24.979999542236328,23.3799991607666,24.8799991607666,24.805313110351562,226702500
2013-07-01,24.969999313354492,25.059999465942383,24.149999618530273,24.3700008392334,24.296846389770508,69610200
2013-07-08,24.469999313354492,26.0,24.420000076293945,25.90999984741211,25.83222198486328,127489600
2013-07-15,25.93000030517578,26.780000686645508,25.600000381469727,25.8799991607666,25.80231285095215,147916700
2013-07-22,25.989999771118164,34.880001068115234,25.719999313354492,34.0099983215332,33.90790557861328,639870300
2013-07-29,34.06999969482422,38.4900016784668,34.0099983215332,38.04999923706055,37.9357795715332,632255300
2013-08-05,38.43000030517578,39.31999969482422,37.70000076293945,38.5,38.384429931640625,297633700
2013-08-12,38.20000076293945,38.5,36.02000045776367,37.08000183105469,36.96869659423828,247326000
2013-08-19,37.43000030517578,40.630001068115234,37.13999938964844,40.54999923706055,40.42827224731445,270095200
2013-08-26,40.900001525878906,42.2599983215332,39.41999816894531,41.290000915527344,41.166053771972656,350814200
2013-09-02,41.84000015258789,44.61000061035156,41.439998626708984,43.95000076293945,43.81806945800781,258927900
2013-09-09,44.36000061035156,45.619998931884766,43.11000061035156,44.310001373291016,44.1769905090332,323500900
2013-09-16,44.849998474121094,47.599998474121094,42.43000030517578,47.4900016784668,47.34744644165039,421156600
2013-09-23,47.279998779296875,51.279998779296875,46.290000915527344,51.2400016784668,51.08618927001953,479403400
2013-09-30,50.13999938964844,51.599998474121094,49.060001373291016,51.040000915527344,50.88678741455078,417535000
2013-10-07,50.72999954223633,51.290000915527344,45.2599983215332,49.11000061035156,48.962581634521484,498784000
2013-10-14,48.310001373291016,54.83000183105469,47.90999984741211,54.220001220703125,54.05724334716797,374408000
